y,n,X1,X2
77,95,1,-1.07484569686907
93,123,1,-0.854843580436139
62,109,1,0.416880748235641
47,97,1,0.510048538447502
95,109,1,-1.54366891265341
72,101,1,-0.157937524467745
34,95,1,1.37408315527992
60,97,1,-0.178299977960531
42,90,1,1.29940420426979
96,123,1,-0.518464031452945
74,95,1,-1.03483626072603
83,110,1,-0.91469161611857
41,95,1,1.01621573091914
32,94,1,1.06935235176914
34,86,1,1.34428556907088
38,104,1,1.08813599305234
23,95,1,2.13283254341515
82,113,1,-0.578517973557198
33,90,1,1.35451170661864
78,115,1,0.0120555040656621
85,108,1,-1.33912215487026
88,99,1,-1.78555167495741
75,103,1,-0.994534016541619
73,110,1,-0.156610031042608
90,110,1,-1.26969410843116
94,101,1,-1.90035300540997
41,96,1,0.611188479707922
34,95,1,1.69105124598796
46,105,1,0.969896735976736
78,107,1,-0.664563849824022
22,102,1,2.27977273826908
68,87,1,-0.774243807243102
62,100,1,-0.316448016323364
62,100,1,-0.260085727903487
73,111,1,0.0948848862302571
37,97,1,1.22685361405419
79,98,1,-0.601704641984694
49,95,1,0.209444091422482
49,114,1,1.13539566225237
78,101,1,-0.65379631407327
95,103,1,-2.45271863788651
59,104,1,0.228932694662712
34,84,1,0.448102227536041
70,100,1,-0.405658629771546
69,101,1,-0.275417354948789
63,81,1,-0.894242272439839
76,114,1,-0.100185032252813
60,100,1,0.065399987144606
56,84,1,0.000177120241628297
78,95,1,-0.906986630570522
76,91,1,-1.04475787351907
48,85,1,0.442268701523642
70,92,1,-0.598880008948312
45,96,1,1.03905125850706
66,99,1,0.00225692543601634
87,100,1,-1.66996773656737
58,95,1,-0.30601097605755
80,99,1,-0.670701181605667
41,93,1,0.533696424775105
41,109,1,0.938615082329919
73,78,1,-2.96320132055806
41,102,1,0.610597466337916
69,88,1,-0.48808673345435
74,105,1,-0.152661352314208
36,102,1,1.40582840085545
83,99,1,-1.8023136233406
60,107,1,0.215146676790548
85,128,1,-0.0710697649097105
51,125,1,1.28826508441895
40,118,1,1.67627193550917
90,120,1,-0.955166718875492
74,96,1,-0.662803846697719
60,91,1,-0.435722679117143
78,95,1,-1.19154456114931
38,110,1,1.52422531726337
41,85,1,0.671258770714814
59,103,1,0.177000021614729
30,100,1,1.37875350600888
60,90,1,-0.195177602019913
60,106,1,0.0221434418083324
28,96,1,1.0823527906796
67,92,1,-0.651089045416679
65,101,1,-0.21571701519193
70,89,1,-0.604070464050588
43,88,1,0.538000383662445
76,109,1,-0.0323453825530973
59,97,1,-0.216144572484603
49,94,1,0.615030022854063
32,115,1,1.59067963585961
51,75,1,-0.796231055141958
86,114,1,-0.990834323702935
14,92,1,2.51857787354224
39,91,1,1.0399812470559
94,108,1,-1.64842267575928
66,101,1,-0.249156770859154
71,142,1,0.850849812934112
57,102,1,0.367718523277564
75,100,1,-0.313881187726556
58,82,1,-0.106691865539642
81,97,1,-0.685898512512452
